Distance (m),Name,Neighbourhood,Zipcode,Reviews,Rating,Price,Latitude,Longitude,Borough,Category
928,Surf City,Southern Brooklyn,11224,,2.411764706,1,40.57429256,-73.98868296,Brooklyn,restaurant
283,Kennedy Fried Chicken,Southern Brooklyn,11224,,,1,40.57429256,-73.98868296,Brooklyn,restaurant
398,Arancini Bros,Southern Brooklyn,11224,,,,40.57429256,-73.98868296,Brooklyn,restaurant
445,Leanly Chinese Food,Southern Brooklyn,11224,,,1,40.57429256,-73.98868296,Brooklyn,restaurant
693,Soarin' Eagle,Southern Brooklyn,11224,,2.019607843,,40.57429256,-73.98868296,Brooklyn,restaurant
476,Russo Napoli Pizza #2,Southern Brooklyn,11224,,,1,40.57429256,-73.98868296,Brooklyn,restaurant
481,Not Rays,Southern Brooklyn,11224,,,1,40.57429256,-73.98868296,Brooklyn,restaurant
561,Mi Candileja,Southern Brooklyn,11224,,1.862745098,2,40.57429256,-73.98868296,Brooklyn,restaurant
657,Pizza D'Amore,Southwest Brooklyn,11214,,3.666666667,1,40.5995187,-73.99875221,Brooklyn,restaurant
503,King's Kitchen,Southwest Brooklyn,11214,,3.196078431,,40.5995187,-73.99875221,Brooklyn,restaurant
482,Istanbul Fast Food,Southwest Brooklyn,11214,,3.117647059,2,40.5995187,-73.99875221,Brooklyn,restaurant
655,Yaya Tea,Southwest Brooklyn,11214,,3.274509804,,40.5995187,-73.99875221,Brooklyn,restaurant
562,Chef Liu Restaurant,Southwest Brooklyn,11214,,3.117647059,,40.5995187,-73.99875221,Brooklyn,restaurant
505,Bagel Bazaar,Southwest Brooklyn,11214,,2.960784314,1,40.5995187,-73.99875221,Brooklyn,restaurant
691,Duck Wong Wonton Restaurant,Southwest Brooklyn,11214,,3.039215686,,40.5995187,-73.99875221,Brooklyn,restaurant
710,Pho Tay Ho Vietnamese Restaurant,Southwest Brooklyn,11214,,3.039215686,1,40.5995187,-73.99875221,Brooklyn,restaurant
624,Olive Garden,Southwest Brooklyn,11214,,2.333333333,2,40.5995187,-73.99875221,Brooklyn,restaurant
97,Bath Ave Grocery Mini Mart,Southwest Brooklyn,11214,,,1,40.5995187,-73.99875221,Brooklyn,restaurant
107,Gyro Mania,Southwest Brooklyn,11214,,,,40.5995187,-73.99875221,Brooklyn,restaurant
117,Chaykhana #1,Southwest Brooklyn,11214,,,2,40.5995187,-73.99875221,Brooklyn,restaurant
142,Pizza Place,Southwest Brooklyn,11214,,,1,40.5995187,-73.99875221,Brooklyn,restaurant
465,Wendy's,Southwest Brooklyn,11214,,2.098039216,1,40.5995187,-73.99875221,Brooklyn,restaurant
370,Al Sahabah Meat And Grocery,Southwest Brooklyn,11214,,,1,40.5995187,-73.99875221,Brooklyn,restaurant
443,La Chacra,Southwest Brooklyn,11214,299,4,2,40.60208,-74.00299,Brooklyn,restaurant
447,OC Dessert,Southwest Brooklyn,11214,,,1,40.5995187,-73.99875221,Brooklyn,restaurant
452,Yue Xin Restaurant,Southwest Brooklyn,11214,,,1,40.5995187,-73.99875221,Brooklyn,restaurant
464,Tiger Sugar,Southwest Brooklyn,11214,,,,40.5995187,-73.99875221,Brooklyn,restaurant
468,PokéBowl Station,Southwest Brooklyn,11214,158,4,2,40.60413,-73.99715,Brooklyn,restaurant
493,Happy Home Cuisine,Southwest Brooklyn,11214,,,1,40.5995187,-73.99875221,Brooklyn,restaurant
497,Superior Wonton Noodle,Southwest Brooklyn,11214,,,1,40.5995187,-73.99875221,Brooklyn,restaurant
461,Orchidea,Borough Park,11219,50,4,3,40.6366155,-73.993802,Brooklyn,restaurant
790,Savarese Italian Pastry Shop,Borough Park,11219,,3.901960784,1,40.63313051,-73.99049823,Brooklyn,restaurant
899,Jentana Pizza Restaurant,Borough Park,11219,71,4.5,1,40.63751221,-73.99947357,Brooklyn,restaurant
872,D & D Coffee Shop,Borough Park,11219,528,3.352941176,2,40.63313051,-73.99049823,Brooklyn,restaurant
268,Amnon Kosher Pizza,Borough Park,11219,,2.647058824,1,40.63313051,-73.99049823,Brooklyn,restaurant
400,1982 Coffee Roasters,Borough Park,11219,315,4,1,40.63202267,-73.99499391,Brooklyn,restaurant
298,Deli 52,Borough Park,11219,,2.411764706,2,40.63313051,-73.99049823,Brooklyn,restaurant
891,Best Coffee & Donut Shop,Borough Park,11219,,2.803921569,1,40.63313051,-73.99049823,Brooklyn,restaurant
225,Spoons,Borough Park,11219,,2.176470588,2,40.63313051,-73.99049823,Brooklyn,restaurant
250,Strauss Bakery,Borough Park,11219,,,1,40.63313051,-73.99049823,Brooklyn,restaurant
390,Noribar Boro Park,Borough Park,11219,,,2,40.63313051,-73.99049823,Brooklyn,restaurant
422,Schnitzi,Borough Park,11219,,,1,40.63313051,-73.99049823,Brooklyn,restaurant
434,Benny's Famous Pizza,Borough Park,11219,,,1,40.63313051,-73.99049823,Brooklyn,restaurant
434,Luzee's,Borough Park,11219,5,5,,40.6316599,-73.99524,Brooklyn,restaurant
923,Milk N Honey,Borough Park,11219,,2.176470588,1,40.63313051,-73.99049823,Brooklyn,restaurant
496,Vostok,Borough Park,11219,,,2,40.63313051,-73.99049823,Brooklyn,restaurant
552,Kaff Kafe,Borough Park,11204,,,1,40.63313051,-73.99049823,Brooklyn,restaurant
617,Nu Cafe 47,Borough Park,11219,,,1,40.63313051,-73.99049823,Brooklyn,restaurant
746,Mi Pequeno Ranchito Restaurant,Borough Park,11219,,,1,40.63313051,-73.99049823,Brooklyn,restaurant
782,Angela Restaurant,Borough Park,11218,,,,40.63313051,-73.99049823,Brooklyn,restaurant
837,Golden Dragon,Borough Park,11219,,,2,40.63313051,-73.99049823,Brooklyn,restaurant
850,J And J Hot Food And S,Borough Park,11219,,,,40.63313051,-73.99049823,Brooklyn,restaurant
891,Naim Kosher Pizza,Borough Park,11218,,,1,40.63313051,-73.99049823,Brooklyn,restaurant
470,Dagan Dairy,Borough Park,11204,,,,40.63313051,-73.99049823,Brooklyn,restaurant
485,Kim Ess Doo,Borough Park,11219,,,,40.63313051,-73.99049823,Brooklyn,restaurant
203,Dyker Park Hot Bagels,Southwest Brooklyn,11228,,4.294117647,1,40.61921946,-74.01931376,Brooklyn,restaurant
176,BurgerFi,Southwest Brooklyn,11228,1213,4,2,40.61883,-74.02131,Brooklyn,restaurant
706,Tasty Pastry Shoppe,Southwest Brooklyn,11228,,4.137254902,1,40.61921946,-74.01931376,Brooklyn,restaurant
653,Lonestar Bar & Grill,Southwest Brooklyn,11209,,3.117647059,1,40.61921946,-74.01931376,Brooklyn,restaurant
858,Ponte Vecchio Restaurant,Southwest Brooklyn,11209,,3.196078431,3,40.61921946,-74.01931376,Brooklyn,restaurant
801,Mussels Brick Oven Pizza,Southwest Brooklyn,11209,,3.039215686,2,40.61921946,-74.01931376,Brooklyn,restaurant
671,Le Sajj,Southwest Brooklyn,11209,261,2.960784314,3,40.61921946,-74.01931376,Brooklyn,restaurant
833,Taco Bell,Southwest Brooklyn,11209,,2.882352941,1,40.61921946,-74.01931376,Brooklyn,restaurant
991,Supreme Bagel & Deli,Southwest Brooklyn,11209,,2.803921569,1,40.61921946,-74.01931376,Brooklyn,restaurant
798,Bay Ridge Diner,Southwest Brooklyn,11209,,2.647058824,2,40.61921946,-74.01931376,Brooklyn,restaurant
960,Taqueria El Puente,Southwest Brooklyn,11209,122,4,1,40.6168992,-74.030416,Brooklyn,restaurant
665,Coco Fresh Tea & Juice,Southwest Brooklyn,11209,,2.490196078,2,40.61921946,-74.01931376,Brooklyn,restaurant
976,Subway,Southwest Brooklyn,11228,,2.333333333,1,40.61921946,-74.01931376,Brooklyn,restaurant
781,McDonald's,Southwest Brooklyn,11209,,2.176470588,1,40.61921946,-74.01931376,Brooklyn,restaurant
573,Hana Asian Restaurant,Southwest Brooklyn,11209,,,2,40.61921946,-74.01931376,Brooklyn,restaurant
708,Mike's Pizza,Southwest Brooklyn,11209,,,1,40.61921946,-74.01931376,Brooklyn,restaurant
743,Zamaan,Southwest Brooklyn,11209,87,5,2,40.61933584,-74.02774279,Brooklyn,restaurant
452,Gerritsen Beach Bagels,Southern Brooklyn,11229,52,4,1,40.592933,-73.925586,Brooklyn,restaurant
875,Bionic Bagels,Southern Brooklyn,11235,,3.823529412,1,40.59084843,-73.93010171,Brooklyn,restaurant
472,Jordan's Lobster Dock,Southern Brooklyn,11235,,2.960784314,2,40.59084843,-73.93010171,Brooklyn,restaurant
498,Knapp Street Bagels,Southern Brooklyn,11235,,2.882352941,1,40.59084843,-73.93010171,Brooklyn,restaurant
450,The Gather Inn Again,Southern Brooklyn,11229,116,4,2,40.5928248,-73.92524587,Brooklyn,restaurant
722,Clemente's Maryland Crabhouse,Southern Brooklyn,11235,451,3,2,40.585104,-73.9262774,Brooklyn,restaurant
452,Victoria Pizzeria,Southern Brooklyn,11229,212,4,1,40.592853,-73.925483,Brooklyn,restaurant
987,Thai Basil,Southern Brooklyn,11229,155,3,2,40.5942001,-73.9408798,Brooklyn,restaurant
397,Tamaqua Bar & Marina,Southern Brooklyn,11229,1,5,2,40.59396744,-73.92991638,Brooklyn,restaurant
447,TGI Friday's,Southern Brooklyn,11235,,2.333333333,1,40.59084843,-73.93010171,Brooklyn,restaurant
457,Cafe La Notte II,Southern Brooklyn,11229,,,1,40.59084843,-73.93010171,Brooklyn,restaurant
458,Beach Bar,Southern Brooklyn,11229,,,2,40.59084843,-73.93010171,Brooklyn,restaurant
464,Amici Cafe,Southern Brooklyn,11229,,,3,40.59084843,-73.93010171,Brooklyn,restaurant
652,New Dutch Farms,Southern Brooklyn,11229,,,1,40.59084843,-73.93010171,Brooklyn,restaurant
711,Deli On The Bay,Southern Brooklyn,11235,,,1,40.59084843,-73.93010171,Brooklyn,restaurant
791,Donut Connection,Southern Brooklyn,11235,,,1,40.59084843,-73.93010171,Brooklyn,restaurant
791,Flaming Grill & Modern,Southern Brooklyn,11235,,,,40.59084843,-73.93010171,Brooklyn,restaurant
812,Jimmys Italian and Turkish Restaurant﻿ Add to Favorites,Southern Brooklyn,11235,,,2,40.59084843,-73.93010171,Brooklyn,restaurant
827,Cactus Gourmet,Southern Brooklyn,11235,,,1,40.59084843,-73.93010171,Brooklyn,restaurant
888,Sur La Baie,Southern Brooklyn,11235,,,3,40.59084843,-73.93010171,Brooklyn,restaurant
904,Maria Ristorante,Southern Brooklyn,11235,,,2,40.59084843,-73.93010171,Brooklyn,restaurant
907,Great Wall Chinese Restaurant,Southern Brooklyn,11235,,,1,40.59084843,-73.93010171,Brooklyn,restaurant
913,Burger Box,Southern Brooklyn,11235,46,3.5,1,40.59373,-73.94025,Brooklyn,restaurant
723,Ruan New Star,Canarsie and Flatlands,11234,,4.607843137,1,40.60974778,-73.93134404,Brooklyn,restaurant
903,Oasis Diner Restaurant,Canarsie and Flatlands,11234,197,4,2,40.61786,-73.93211,Brooklyn,restaurant
906,The Cookie House,Canarsie and Flatlands,11234,,3.745098039,1,40.60974778,-73.93134404,Brooklyn,restaurant
633,Kings Bagel,Canarsie and Flatlands,11234,,3.352941176,1,40.60974778,-73.93134404,Brooklyn,restaurant
846,Nora's Park Bench Cafe,Canarsie and Flatlands,11234,70,3.5,2,40.612267,-73.940975,Brooklyn,restaurant
769,T Fusion Steakhouse,Canarsie and Flatlands,11234,96,4,3,40.61336,-73.93929,Brooklyn,restaurant
969,Moretti Bakery,Canarsie and Flatlands,11234,,3.352941176,1,40.60974778,-73.93134404,Brooklyn,restaurant
917,Sakura Japanese Restaurant,Southern Brooklyn,11229,,3.274509804,3,40.60974778,-73.93134404,Brooklyn,restaurant
977,Subway,Southern Brooklyn,11229,138,3.274509804,1,40.60974778,-73.93134404,Brooklyn,restaurant
997,Aliotta Pastry Shop,Canarsie and Flatlands,11234,,3.196078431,1,40.60974778,-73.93134404,Brooklyn,restaurant
93,Pizza Emporium,Canarsie and Flatlands,11234,38,4,1,40.60909,-73.93212,Brooklyn,restaurant
887,Frank's Pizza & Restaurant,Canarsie and Flatlands,11234,,2.960784314,1,40.60974778,-73.93134404,Brooklyn,restaurant
981,Haagen-Dazs,Canarsie and Flatlands,11234,,2.725490196,1,40.60974778,-73.93134404,Brooklyn,restaurant
804,KFC,Canarsie and Flatlands,11234,540,2.490196078,1,40.60974778,-73.93134404,Brooklyn,restaurant
982,B & T Subway,Canarsie and Flatlands,11234,,2.490196078,1,40.60974778,-73.93134404,Brooklyn,restaurant
731,TKO Chicken,Canarsie and Flatlands,11234,169,3.5,1,40.6140404,-73.9377497,Brooklyn,restaurant
745,Kachè Restaurant and Lounge,Canarsie and Flatlands,11234,,,2,40.60974778,-73.93134404,Brooklyn,restaurant
776,Mauer Delicatessen,Canarsie and Flatlands,11234,,,1,40.60974778,-73.93134404,Brooklyn,restaurant
640,Burger King,Canarsie and Flatlands,11234,610,1.62745098,1,40.60974778,-73.93134404,Brooklyn,restaurant
794,Popeye's Louisiana Kitchen,Canarsie and Flatlands,11234,,,1,40.60974778,-73.93134404,Brooklyn,restaurant
812,Portabella,Canarsie and Flatlands,11234,,,,40.60974778,-73.93134404,Brooklyn,restaurant
817,Chock Full Of Nuts,Canarsie and Flatlands,11234,,,1,40.60974778,-73.93134404,Brooklyn,restaurant
826,Quentin Dairy & Deli,Canarsie and Flatlands,11234,,,1,40.60974778,-73.93134404,Brooklyn,restaurant
17,Myrtle Thai Restaurant,Northwest Brooklyn ,11205,,4.294117647,2,40.69322942,-73.96784306,Brooklyn,restaurant
98,Putnam's Pub & Cooker,Northwest Brooklyn ,11205,743,4,2,40.693321,-73.969045,Brooklyn,restaurant
93,Kum Kau Chinese Food Take Out,Northwest Brooklyn ,11205,,3.901960784,1,40.69322942,-73.96784306,Brooklyn,restaurant
336,Farmer in the Deli,Northwest Brooklyn ,11205,,4.529411765,1,40.69322942,-73.96784306,Brooklyn,restaurant
331,Graziella's,Northwest Brooklyn ,11205,826,4,2,40.69045639,-73.96962738,Brooklyn,restaurant
291,Thai Holic,Northwest Brooklyn ,11205,526,4.5,2,40.693005,-73.971286,Brooklyn,restaurant
462,Colonia Verde,Northwest Brooklyn ,11205,221,4,2,40.68973541,-73.97070313,Brooklyn,restaurant
146,Damas Falafel House,Northwest Brooklyn ,11205,166,3.745098039,1,40.69322942,-73.96784306,Brooklyn,restaurant
419,U-gu,Northwest Brooklyn ,11205,173,4.5,2,40.69393,-73.96284,Brooklyn,restaurant
439,Luigi's Pizzeria,Northwest Brooklyn ,11205,279,4.5,1,40.6897,-73.965369,Brooklyn,restaurant
380,Rosalu Diner,Northwest Brooklyn ,11205,,4.058823529,1,40.69322942,-73.96784306,Brooklyn,restaurant
491,Imani Caribbean Kitchen & Bar,Northwest Brooklyn ,11205,,4.215686275,2,40.69322942,-73.96784306,Brooklyn,restaurant
345,Le Petit Monstre,Northwest Brooklyn ,11205,,3.901960784,1,40.69322942,-73.96784306,Brooklyn,restaurant
936,Oriental Palace Kitchen,Southern Brooklyn,11224,373,4.5,1,40.57512,-73.99729,Brooklyn,restaurant
510,Keyfood,Southern Brooklyn,11224,,,3,40.57637538,-74.00787311,Brooklyn,restaurant
709,Neptune Pizza,Southern Brooklyn,11224,,,1,40.57637538,-74.00787311,Brooklyn,restaurant
657,Mannys Gourmet And GRI,Southern Brooklyn,11224,,,,40.57637538,-74.00787311,Brooklyn,restaurant
929,Gyro Qila,Southern Brooklyn,11224,2,1.5,,40.5755328,-73.9971917,Brooklyn,restaurant
59,Dekalb Market Hall,Northwest Brooklyn ,11201,717,4,2,40.691025,-73.983311,Brooklyn,restaurant
270,Kuun,Northwest Brooklyn ,11217,187,4.5,2,40.6884292,-73.9831506,Brooklyn,restaurant
172,Junior's Restaurant,Northwest Brooklyn ,11201,1892,3.5,2,40.690151,-73.981874,Brooklyn,restaurant
242,Devocion,Northwest Brooklyn ,11217,,4.294117647,1,40.69084402,-73.98346337,Brooklyn,restaurant
250,Circa Brewing Co.,Northwest Brooklyn ,11201,,4.294117647,2,40.69084402,-73.98346337,Brooklyn,restaurant
312,Xi'an Famous Foods,Northwest Brooklyn ,11201,,4.37254902,1,40.69084402,-73.98346337,Brooklyn,restaurant
385,Grand Army,Northwest Brooklyn ,11217,,4.450980392,3,40.69084402,-73.98346337,Brooklyn,restaurant
268,Livingston Manor,Northwest Brooklyn ,11201,,4.058823529,3,40.69084402,-73.98346337,Brooklyn,restaurant
319,As You Are,Northwest Brooklyn ,11217,,4.058823529,3,40.69084402,-73.98346337,Brooklyn,restaurant
473,Mile End,Northwest Brooklyn ,11217,,4.450980392,2,40.69084402,-73.98346337,Brooklyn,restaurant
502,French Louie,Northwest Brooklyn ,11201,449,4,2,40.6879459,-73.988257,Brooklyn,restaurant
528,Sottocasa Pizzeria,Northwest Brooklyn ,11201,693,4.5,2,40.688285,-73.989006,Brooklyn,restaurant
608,Rucola,Northwest Brooklyn ,11217,548,4,2,40.68562,-73.98587,Brooklyn,restaurant
717,The HiHi Room,Northwest Brooklyn ,11201,,4.529411765,2,40.69084402,-73.98346337,Brooklyn,restaurant
726,Van Leeuwen Artisan Ice Cream,Northwest Brooklyn ,11201,,4.450980392,1,40.69084402,-73.98346337,Brooklyn,restaurant
386,Brooklyn Inn,Northwest Brooklyn ,11217,,4.294117647,2,40.68568291,-73.98374824,Brooklyn,restaurant
282,Someday Bar,Northwest Brooklyn ,11217,,3.901960784,2,40.68568291,-73.98374824,Brooklyn,restaurant
667,Threes Brewing,Northwest Brooklyn ,11217,,4.68627451,2,40.68568291,-73.98374824,Brooklyn,restaurant
533,Cafe Volkan,Northwest Brooklyn ,11201,,4.215686275,1,40.68568291,-73.98374824,Brooklyn,restaurant
685,Shake Shack,Northwest Brooklyn ,11217,,4.450980392,2,40.68568291,-73.98374824,Brooklyn,restaurant
500,Tacombi Fort Greene,Northwest Brooklyn ,11217,,4.058823529,1,40.68568291,-73.98374824,Brooklyn,restaurant
292,Hamlet Coffee Company,Flatbush,11225,,4.215686275,1,40.65842002,-73.95489867,Brooklyn,restaurant
388,Camillo,Flatbush,11225,536,4,2,40.6596,-73.95081,Brooklyn,restaurant
510,Glou,Flatbush,11225,,4.450980392,1,40.65842002,-73.95489867,Brooklyn,restaurant
500,Risbo,Flatbush,11225,222,4,2,40.6560593,-73.9597273,Brooklyn,restaurant
604,De Hot Pot,Flatbush,11225,188,4,1,40.66142,-73.96051,Brooklyn,restaurant
468,Bonafini,Flatbush,11225,414,4,2,40.65704,-73.96003,Brooklyn,restaurant
529,Slow Loris,Flatbush,11225,162,4.5,2,40.66031214,-73.96079581,Brooklyn,restaurant
518,Empanada City,Flatbush,11225,,4.137254902,,40.65842002,-73.95489867,Brooklyn,restaurant
563,Peppa's Jerk Chicken,Flatbush,11226,,4.215686275,1,40.65842002,-73.95489867,Brooklyn,restaurant
606,IX Cafe - Brookly,Flatbush,11225,,4.215686275,1,40.65842002,-73.95489867,Brooklyn,restaurant
343,Mo’s Original,Flatbush,11225,,3.745098039,,40.65842002,-73.95489867,Brooklyn,restaurant
457,Brooklyn Perk,Flatbush,11225,,3.901960784,1,40.65842002,-73.95489867,Brooklyn,restaurant
833,Lips Cafe,Flatbush,11226,122,4.5,2,40.65192648,-73.94986368,Brooklyn,restaurant
633,Mama Louisa's Hero Shop,Flatbush,11203,66,3.5,1,40.659496,-73.94728,Brooklyn,restaurant
487,Midwood Flats,Flatbush,11225,,3.745098039,3,40.65842002,-73.95489867,Brooklyn,restaurant
510,Golden Krust Caribbean Bakery And Grill,Flatbush,11225,,3.745098039,2,40.65842002,-73.95489867,Brooklyn,restaurant
516,Bar Bayeux,Flatbush,11225,,3.666666667,3,40.65842002,-73.95489867,Brooklyn,restaurant
830,Aunts Et Uncles,Flatbush,11226,,3.980392157,2,40.65842002,-73.95489867,Brooklyn,restaurant
488,Edie Jo’s,Flatbush,11225,,3.509803922,2,40.65842002,-73.95489867,Brooklyn,restaurant
478,The Westbury Inn,Flatbush,11225,,3.352941176,1,40.65842002,-73.95489867,Brooklyn,restaurant
940,Nostrand Donut Shop,Flatbush,11226,44,4,1,40.651,-73.94943,Brooklyn,restaurant
698,Green Lake Restaurant,Flatbush,11226,,3.352941176,1,40.65842002,-73.95489867,Brooklyn,restaurant
712,Bluebird Food & Spirits,Flatbush,11225,,3.196078431,2,40.65842002,-73.95489867,Brooklyn,restaurant
597,Taqueria El Patron Mexican Grill,Flatbush,11225,,3.039215686,2,40.65842002,-73.95489867,Brooklyn,restaurant
297,Culpepper's Caribbean Cuisine,Flatbush,11225,,2.647058824,2,40.65842002,-73.95489867,Brooklyn,restaurant
689,Lady Moo Moo Ice Cream,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,4.37254902,1,40.67840255,-73.91306832,Brooklyn,restaurant
748,Salud Bar & Grill,East New York and New Lots,11207,343,4,2,40.6846559,-73.9090595,Brooklyn,restaurant
723,Little Skips East,East New York and New Lots,11207,87,4,1,40.68493638,-73.91378302,Brooklyn,restaurant
735,Sonora,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,176,3.5,2,40.68242959,-73.91996691,Brooklyn,restaurant
990,Bed-Stuy Fish Fry,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,2004,2.5,2,40.68528592,-73.92075124,Brooklyn,restaurant
352,The Country Kitchen,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,2.568627451,1,40.67840255,-73.91306832,Brooklyn,restaurant
308,Magic Soul Food,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,2.568627451,1,40.67840255,-73.91306832,Brooklyn,restaurant
789,Popeyes Louisiana Kitchen,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,2.568627451,1,40.67840255,-73.91306832,Brooklyn,restaurant
902,Domino's Pizza,Bushwick and Williamsburg,11221,505,2.568627451,1,40.67840255,-73.91306832,Brooklyn,restaurant
25,Crown Fried Chicken,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,,1,40.67840255,-73.91306832,Brooklyn,restaurant
210,Hardee,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,,1,40.67840255,-73.91306832,Brooklyn,restaurant
212,Jay's West Indian Restaurant,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,,2,40.67840255,-73.91306832,Brooklyn,restaurant
234,Fulton Super Deli,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,,,1,40.67840255,-73.91306832,Brooklyn,restaurant
742,Angie's Breakfast Spot,East New York and New Lots,11207,494,3,1,40.6851692,-73.9139328,Brooklyn,restaurant
341,Abuela Antonia Mexican Restaurant,Central Brooklyn (Bedford Stuyvesant – Crown Heights),11233,25,4.5,1,40.67497002,-73.91081501,Brooklyn,restaurant
797,Checkers,East New York and New Lots,11207,487,2.176470588,1,40.67840255,-73.91306832,Brooklyn,restaurant
